date,momentum,direction,recent_avg,historical_avg
2026-01-01,1.0,rising,14.125,5.931818181818182
2026-02-01,1.0,rising,18.875,5.931818181818182
2026-03-01,1.0,rising,23.25,6.0227272727272725
2026-04-01,1.0,rising,33.75,6.2727272727272725
