date,momentum,direction,recent_avg,historical_avg
2026-01-01,1.0,rising,12.5,1.6818181818181819
2026-02-01,1.0,rising,23.25,1.7272727272727273
2026-03-01,1.0,rising,26.5,1.7954545454545454
2026-04-01,1.0,rising,37.125,2.090909090909091
