date,momentum,direction,recent_avg,historical_avg
2026-01-01,-0.5425963488722748,falling,20.5,44.81818181818182
2026-02-01,-0.34188034187230626,falling,28.0,42.54545454545455
2026-03-01,-0.10422456920256476,falling,36.625,40.88636363636363
2026-04-01,-0.016388729154271954,stable,38.875,39.52272727272727
