date,momentum,direction,recent_avg,historical_avg
2026-01-01,1.0,rising,12.0,4.545454545454546
2026-02-01,1.0,rising,12.0,4.545454545454546
2026-03-01,1.0,rising,12.0,4.545454545454546
2026-04-01,1.0,rising,14.25,2.272727272727273
