date,momentum,direction,recent_avg,historical_avg
2026-01-01,-0.45563976815869456,falling,27.75,50.97727272727273
2026-02-01,-0.2706904435245037,falling,36.25,49.70454545454545
2026-03-01,-0.22465818009906413,falling,37.375,48.20454545454545
2026-04-01,-0.057907542577835536,stable,44.0,46.70454545454545
