date,momentum,direction,recent_avg,historical_avg
2026-01-01,1.0,rising,56.0,10.545454545454545
2026-02-01,1.0,rising,68.5,10.545454545454545
2026-03-01,1.0,rising,72.875,11.431818181818182
2026-04-01,1.0,rising,71.375,12.727272727272727
