date,momentum,direction,recent_avg,historical_avg
2025-01-01,1.0,rising,14.125,0.0
2025-02-01,1.0,rising,18.875,0.0
2025-03-01,1.0,rising,23.875,0.0
2025-04-01,1.0,rising,27.875,0.0
2025-05-01,1.0,rising,31.0,0.0
2025-06-01,1.0,rising,33.875,0.0
2025-07-01,1.0,rising,37.0,0.0
2025-08-01,1.0,rising,37.25,0.5
2025-09-01,1.0,rising,30.5,2.5681818181818183
2025-10-01,1.0,rising,28.5,3.4318181818181817
2025-11-01,1.0,rising,27.0,4.340909090909091
2025-12-01,1.0,rising,25.75,5.068181818181818
