date,momentum,direction,recent_avg,historical_avg
2026-01-01,0.0,stable,0.0,0.0
2026-02-01,1.0,rising,12.5,0.0
2026-03-01,1.0,rising,12.5,0.0
2026-04-01,1.0,rising,15.5,0.0
